country_name,type,mortality_rate
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Argentina,adult_male_mortality_rate,147.086
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
Brazil,adult_male_mortality_rate,188.528
